"sample_id","idx1","idx2","idx3","idx4","idx5","idx6","idx7","idx8","idx9","idx10","cutree.clusters..h...2.4."
"GAOX1-anterior-1_0",1,0.759525284208739,0.563804912254914,0.414116821886125,0.298789421156658,0.280844947994406,0.275208251669225,0.158371532605193,0,0.032232125513954,1
"GAOX1-anterior-1_1",1,0.712333835449373,0.486095965983514,0.242179020622103,0.148454295086503,0.132687650577301,0.102868190718473,0.0204692570859196,0.0869732434573887,0,1
"GAOX1-anterior-1_2",0.96384756628092,1,0.687036589626388,0.539170098595046,0.542315131531128,0.589525083023782,0.47296663234801,0.317418459631195,0.16186697243572,0,2
"GAOX1-anterior-1_3",1,0.719059740905323,0.50544307198862,0.358529186058296,0.253357756184066,0.352001859117456,0.316132981182726,0.297138900147368,0.149050614693016,0,1
"GAOX1-anterior-1_4",1,0.889967301158092,0.942930708350241,0.940694206798452,0.845527479356744,0.462729386508689,0.312867745408056,0.249723976595064,0.0525512838493601,0,2
"APO-posterior-2_0",1,0.182452896169527,0.0172021742404208,0,0.0498814952826754,0.00197498374999361,0.00825431384936964,0.0272526379656695,0.0463866291588839,0.32476437095414,1
"APO-posterior-2_1",1,0.33886095158379,0.064670559032615,0.0376257693629004,0.0317713615344501,0.0247629608453909,0.00354580422777838,0.0215038526843566,0,0.108631515092598,1
"APO-posterior-2_2",1,0.63594264710488,0.17425745264011,0.114339240052628,0.100858580394368,0.07249436977015,0.0473914059235173,0.041285821437802,0,0.0646090822037284,1
"APO-posterior-2_3",1,0.406509992083784,0.16370667520188,0.108680420656941,0.0913728270571832,0.0296369849608589,0.059845464784524,0.0423863906187208,0,0.0269729300472756,1
"APO-posterior-2_4",1,0.411753176751415,0.204543753598734,0.142394723904843,0.130849223984778,0.122744603514959,0.113842508631377,0.0631360898151663,0.0204121739824034,0,1
"APO-medial-_0",0.734359294254785,1,0.214802691543108,0.0154212041774694,0.0146193347689741,0.0237934497743502,0.0258243460451845,0.00891826601607465,0,0.0138844903034615,1
"APO-medial-_1",1,0.60215935122164,0.0231992775046937,0.00716038138095263,0.0115978247468655,0.0147419208004611,0.0233394576729519,0.0142215713983525,0,0.0122840591608613,1
"APO-medial-_2",1,0.081095417751246,0.0746603919518631,0.0663815754651923,0.0397921124444331,0.0306728080821391,0.0282234201219763,0.0136405570884927,0,0.0275246028193169,1
"APO-medial-_3",1,0.120262740073799,0.0331663784310832,0.0338672972183306,0.0387365882188309,0.0550103406861005,0.0234362856895641,0.0142656132766845,0,0.0174143347013124,1
"APO-medial-_4",1,0.0860491882623066,0.0205080118372629,0.00849986409899335,0.00187588401112151,0,0.000230230800058917,0.00328849505605373,0.00187548238739703,0.0856880281130058,1
"APO-anterior-2_0",1,0.310975036337903,0.205887743402856,0.133022286598759,0.0845304771831675,0.0559948577709557,0.032943274847231,0.0122399288915671,0,0.0166345005946228,1
"APO-anterior-2_1",1,0.618920579219989,0.472714965762342,0.31155486791469,0.204171631239258,0.10972678310209,0.0553989954904243,0.0170480985333466,0,0.00831268554730009,1
"APO-anterior-2_2",1,0.480352738782917,0.249565212256578,0.15219604111349,0.101267672614146,0.0534622890950077,0.0175992958111374,0.00233673432317809,0,0.0323854476283858,1
"APO-anterior-2_3",1,0.341981360505776,0.165701408043224,0.102843152769649,0.0633292840930996,0.0397131432746656,0.0322567412043552,0.0122333479334769,0,0.00761202631477467,1
"APO-anterior-2_4",1,0.478035057841689,0.182959531477382,0.109044284820288,0.0870343937508448,0.0593607852908216,0.0455610910365951,0.0408669755053444,0.0203685156541369,0,1
"APO-posterior-_0",1,0.253566469471921,0.196219442759285,0.0690507222100016,0.431294151108309,0.449494674037457,0.228581893342978,0.0995612430210869,0,0.0723425446910552,1
"APO-posterior-_1",1,0.447424594481607,0.0808700500134737,0.0452033954029572,0.0352244871492839,0.0255365557142406,0.0357865644305114,0.0533598698978452,0,0.0429638840094064,1
